game_number,game_name,game_file,target_vertices,success,solve_time_seconds,winning_region_t0,winning_region_t10000,error_message
935,game_0935_complex_15,/home/pete/ontime/generated_games/game_0935_complex_15.tg,"s2,s10,s12",True,0.115,"s3,s1,s7,s5,s2,s9,s14,s11,s0,s12,s6,s10,s8","s2,s10,s12",
936,game_0936_complex_5,/home/pete/ontime/generated_games/game_0936_complex_5.tg,"s1,s4",True,0.118,"s3,s2,s1,s4","s4,s1",
937,game_0937_complex_5,/home/pete/ontime/generated_games/game_0937_complex_5.tg,s0,True,0.102,s3,s0,
938,game_0938_complex_6,/home/pete/ontime/generated_games/game_0938_complex_6.tg,"s0,s3,s5",True,0.104,s1,"s3,s5,s0",
939,game_0939_complex_7,/home/pete/ontime/generated_games/game_0939_complex_7.tg,"s3,s4,s5,s6",True,0.108,"s3,s0,s4,s1,s5,s6","s4,s6,s3,s5",
940,game_0940_complex_11,/home/pete/ontime/generated_games/game_0940_complex_11.tg,"s2,s4,s9,s10",True,0.105,"s3,s4,s10,s0,s7,s6,s9","s4,s2,s10,s9",
941,game_0941_complex_13,/home/pete/ontime/generated_games/game_0941_complex_13.tg,"s0,s1,s3,s5,s8,s10",True,0.111,"s7,s1,s8,s3,s10,s4","s0,s8,s3,s1,s5,s10",
942,game_0942_complex_10,/home/pete/ontime/generated_games/game_0942_complex_10.tg,s6,True,0.108,s0,s6,
943,game_0943_complex_10,/home/pete/ontime/generated_games/game_0943_complex_10.tg,"s5,s7",True,0.106,"s2,s9","s7,s5",
944,game_0944_complex_13,/home/pete/ontime/generated_games/game_0944_complex_13.tg,"s0,s1,s3,s5,s7,s10,s11",True,0.111,"s12,s6,s3,s10,s11,s8,s2,s5,s7,s4,s9,s1","s1,s10,s11,s7,s0,s5,s3",
945,game_0945_complex_14,/home/pete/ontime/generated_games/game_0945_complex_14.tg,"s0,s1,s2,s6,s10,s12",True,0.115,"s10,s8,s12,s0,s3,s5,s7,s13","s10,s12,s0,s2,s1,s6",
946,game_0946_complex_4,/home/pete/ontime/generated_games/game_0946_complex_4.tg,"s0,s3",True,0.098,s2,"s3,s0",
947,game_0947_complex_9,/home/pete/ontime/generated_games/game_0947_complex_9.tg,,False,0.000,,,No target vertices
948,game_0948_complex_10,/home/pete/ontime/generated_games/game_0948_complex_10.tg,"s0,s1,s2,s7,s9",True,0.106,"s6,s3,s1,s4,s9,s5,s0,s2,s8","s2,s9,s1,s7,s0",
949,game_0949_complex_12,/home/pete/ontime/generated_games/game_0949_complex_12.tg,"s2,s3,s4",True,0.108,"s0,s5,s8","s4,s2,s3",
950,game_0950_complex_13,/home/pete/ontime/generated_games/game_0950_complex_13.tg,"s1,s10,s11",True,0.109,"s8,s10,s3,s11,s5,s4,s2,s0,s1,s6,s12,s9,s7","s11,s10,s1",
951,game_0951_complex_7,/home/pete/ontime/generated_games/game_0951_complex_7.tg,s0,True,2.015,"s2,s6",s0,
952,game_0952_complex_10,/home/pete/ontime/generated_games/game_0952_complex_10.tg,"s5,s7,s8,s9",True,0.106,"s0,s3","s7,s8,s5,s9",
953,game_0953_complex_15,/home/pete/ontime/generated_games/game_0953_complex_15.tg,"s3,s4,s6,s8,s10,s14",True,0.094,"s12,s11,s10,s14","s3,s10,s8,s4,s6,s14",
954,game_0954_complex_8,/home/pete/ontime/generated_games/game_0954_complex_8.tg,s1,True,0.085,"s3,s1,s7,s4,s2,s0,s5,s6",s1,
955,game_0955_complex_13,/home/pete/ontime/generated_games/game_0955_complex_13.tg,"s6,s10",True,0.112,"s3,s12,s2,s8,s0,s4,s10,s11,s7,s5,s1","s10,s6",
956,game_0956_complex_14,/home/pete/ontime/generated_games/game_0956_complex_14.tg,"s2,s3,s4,s9,s10",True,0.111,,"s3,s10,s2,s9,s4",
957,game_0957_complex_9,/home/pete/ontime/generated_games/game_0957_complex_9.tg,"s0,s2,s4,s5",True,0.104,"s6,s3,s4","s0,s4,s2,s5",
958,game_0958_complex_10,/home/pete/ontime/generated_games/game_0958_complex_10.tg,s0,True,0.107,"s7,s4,s1,s3,s2",s0,
959,game_0959_complex_7,/home/pete/ontime/generated_games/game_0959_complex_7.tg,"s0,s2,s3",True,0.109,"s3,s2","s2,s0,s3",
960,game_0960_complex_7,/home/pete/ontime/generated_games/game_0960_complex_7.tg,"s0,s1",True,0.106,"s2,s0,s1,s4,s5","s1,s0",
961,game_0961_complex_10,/home/pete/ontime/generated_games/game_0961_complex_10.tg,"s6,s7,s9",True,0.107,"s6,s2,s7,s9","s6,s7,s9",
962,game_0962_complex_8,/home/pete/ontime/generated_games/game_0962_complex_8.tg,"s0,s1,s3,s5",True,0.102,"s2,s1,s4,s6,s0","s0,s5,s1,s3",
963,game_0963_complex_12,/home/pete/ontime/generated_games/game_0963_complex_12.tg,"s0,s1,s2,s4,s5,s11",True,0.108,,"s1,s5,s0,s11,s4,s2",
964,game_0964_complex_6,/home/pete/ontime/generated_games/game_0964_complex_6.tg,"s0,s5",True,0.104,"s5,s0","s5,s0",
965,game_0965_complex_13,/home/pete/ontime/generated_games/game_0965_complex_13.tg,"s0,s2,s3,s5,s6,s7,s11",True,0.107,"s1,s3","s6,s3,s2,s0,s5,s7,s11",
966,game_0966_complex_12,/home/pete/ontime/generated_games/game_0966_complex_12.tg,"s0,s3,s6,s8",True,0.110,s1,"s8,s6,s3,s0",
967,game_0967_complex_15,/home/pete/ontime/generated_games/game_0967_complex_15.tg,"s8,s10",True,0.119,s6,"s10,s8",
968,game_0968_complex_5,/home/pete/ontime/generated_games/game_0968_complex_5.tg,"s0,s2",True,0.104,s0,"s2,s0",
969,game_0969_complex_15,/home/pete/ontime/generated_games/game_0969_complex_15.tg,"s1,s2,s4,s11",True,0.116,"s3,s12,s10,s6,s5,s0","s1,s2,s11,s4",
970,game_0970_complex_9,/home/pete/ontime/generated_games/game_0970_complex_9.tg,"s6,s8",True,0.103,"s6,s5,s2,s1,s7","s8,s6",
971,game_0971_complex_4,/home/pete/ontime/generated_games/game_0971_complex_4.tg,,False,0.000,,,No target vertices
972,game_0972_complex_15,/home/pete/ontime/generated_games/game_0972_complex_15.tg,"s1,s10,s11,s12,s13,s14",True,0.114,"s9,s11,s14,s5","s13,s11,s10,s14,s12,s1",
973,game_0973_complex_13,/home/pete/ontime/generated_games/game_0973_complex_13.tg,"s1,s5,s9",True,0.112,"s2,s6,s12,s4,s10,s3,s7,s1,s11,s8,s0,s9","s1,s9,s5",
974,game_0974_complex_15,/home/pete/ontime/generated_games/game_0974_complex_15.tg,"s2,s7,s11,s12,s14",True,0.118,"s6,s7,s3,s11,s1,s8","s2,s14,s7,s12,s11",
975,game_0975_complex_13,/home/pete/ontime/generated_games/game_0975_complex_13.tg,"s1,s3,s5,s11,s12",True,0.114,"s4,s12,s3","s5,s1,s3,s11,s12",
976,game_0976_complex_8,/home/pete/ontime/generated_games/game_0976_complex_8.tg,,False,0.000,,,No target vertices
977,game_0977_complex_5,/home/pete/ontime/generated_games/game_0977_complex_5.tg,s2,True,0.100,"s3,s2,s0,s4",s2,
978,game_0978_complex_8,/home/pete/ontime/generated_games/game_0978_complex_8.tg,"s5,s6",True,0.102,"s7,s0,s2,s3","s5,s6",
979,game_0979_complex_7,/home/pete/ontime/generated_games/game_0979_complex_7.tg,,False,0.000,,,No target vertices
980,game_0980_complex_11,/home/pete/ontime/generated_games/game_0980_complex_11.tg,"s0,s6,s9",True,0.105,s2,"s0,s6,s9",
981,game_0981_complex_5,/home/pete/ontime/generated_games/game_0981_complex_5.tg,"s1,s3",True,0.101,"s1,s2,s0,s4,s3","s3,s1",
982,game_0982_complex_9,/home/pete/ontime/generated_games/game_0982_complex_9.tg,s8,True,0.104,"s3,s5,s4,s0,s8,s6,s1,s2",s8,
983,game_0983_complex_14,/home/pete/ontime/generated_games/game_0983_complex_14.tg,"s0,s1,s3,s10",True,0.112,"s1,s8,s2,s6,s0,s11,s9,s12,s10,s7,s3,s4,s13","s1,s10,s3,s0",
984,game_0984_complex_15,/home/pete/ontime/generated_games/game_0984_complex_15.tg,"s1,s4,s5,s7,s8,s9,s10",True,0.114,,"s7,s9,s4,s8,s1,s5,s10",
985,game_0985_complex_8,/home/pete/ontime/generated_games/game_0985_complex_8.tg,"s0,s6",True,0.103,"s3,s0,s6,s4,s7,s5","s0,s6",
986,game_0986_complex_10,/home/pete/ontime/generated_games/game_0986_complex_10.tg,"s1,s4,s7,s9",True,0.106,"s6,s3,s2,s7","s9,s4,s1,s7",
987,game_0987_complex_7,/home/pete/ontime/generated_games/game_0987_complex_7.tg,s5,True,0.102,"s3,s6,s1",s5,
988,game_0988_complex_14,/home/pete/ontime/generated_games/game_0988_complex_14.tg,s2,True,0.114,"s7,s5,s2,s0,s12,s3,s6,s8,s10,s9,s1",s2,
989,game_0989_complex_5,/home/pete/ontime/generated_games/game_0989_complex_5.tg,"s0,s1",True,0.100,s0,"s1,s0",
990,game_0990_complex_4,/home/pete/ontime/generated_games/game_0990_complex_4.tg,,False,0.000,,,No target vertices
991,game_0991_complex_7,/home/pete/ontime/generated_games/game_0991_complex_7.tg,s0,True,0.103,"s3,s1,s6,s0,s2,s5",s0,
992,game_0992_complex_12,/home/pete/ontime/generated_games/game_0992_complex_12.tg,"s6,s8,s9,s10",True,0.108,"s6,s11,s1,s4,s5,s2","s6,s9,s8,s10",
993,game_0993_complex_6,/home/pete/ontime/generated_games/game_0993_complex_6.tg,"s0,s2,s5",True,0.101,"s1,s4,s5,s0,s3","s5,s2,s0",
994,game_0994_complex_9,/home/pete/ontime/generated_games/game_0994_complex_9.tg,"s7,s8",True,0.105,"s8,s6,s5,s1","s7,s8",
995,game_0995_complex_5,/home/pete/ontime/generated_games/game_0995_complex_5.tg,,False,0.000,,,No target vertices
996,game_0996_complex_6,/home/pete/ontime/generated_games/game_0996_complex_6.tg,"s4,s5",True,0.103,"s3,s4","s4,s5",
997,game_0997_complex_9,/home/pete/ontime/generated_games/game_0997_complex_9.tg,"s0,s3,s5,s8",True,0.103,"s4,s8,s1,s3,s5,s0","s8,s0,s5,s3",
998,game_0998_complex_6,/home/pete/ontime/generated_games/game_0998_complex_6.tg,"s0,s1",True,0.107,"s5,s4,s0","s0,s1",
999,game_0999_complex_5,/home/pete/ontime/generated_games/game_0999_complex_5.tg,"s1,s4",True,0.102,s4,"s4,s1",
1000,game_1000_complex_8,/home/pete/ontime/generated_games/game_1000_complex_8.tg,"s0,s1,s3",True,0.103,"s0,s6","s0,s1,s3",
